债券代码,发行人,是否违约,违约、展期日期,是否有担保,企业性质,是否上市公司,所属行业（Wind),主营业务收入（百万元）,毛利率,净利率,ROE,ROA,主营业务比率,ROIC,EBITDA/营业总收入,经营活动净收益/利润总额,销售商品提供劳务收到的现金/营业收入,经营活动产生的现金流量净额/营业收入,净利润现金含量,资产负债率,长期资本负债率,流动资产/总资产,流动负债/负债合计,流动比率,速动比率,现金比率,现金到期债务比,现金流量利息保障倍数,息税折旧摊销前利润/负债,经营活动产生的现金流量净额/带息债务,经营活动产生的现金流量净额/净债务,非筹资性现金净流量与负债总额的比率,已获利息倍数(EBIT/利息费用),长期债务与营运资金比率,长期负债占比,EBITDA/带息债务,EBITDA/利息费用,货币资金/短期债务,营业周期,存货周转率,应收账款周转率,应付账款周转率,现金周转率,营业利润(同比增长率),营业收入(同比增长率),净资产(同比增长率),总负债(同比增长率),现金净流量(同比增长率),货币资金增长率,Z值,审计意见类别,大股东持股比例,实际控制人属性,估价收益率(%)(中债),估价凸性(中债),最新未使用授信额度,对外担保余额,所属省市,注册资本,有息负债,短期借款,长期借款,应付债券,取得借款流入的现金,一年内到期的非流动负债
151766.SH,上海宝龙实业发展(集团)有限公司,1,2022/8/17,0,其他,0,房地产开发,34791.17052,31.3747,20.6853,11.5773,5.3723,98.33665522,4.2959,30.29621675,65.0607,124.98,-3.66,-28.86884282,69.8476,49.72276341,61.5315,73.1542,1.2042,0.5464,0.146627871,-11.72594678,-1.820249546,0.0736,-0.031204575,-0.05,-4.964575369,25.392,1.797,20.31421424,0.25836042,26.20224783,1.414768284,923.298,0.401,14.0942,1.923846581,244.0470835,-14.1112,2.781,4.560534805,17.01507132,-379.0792187,-22.21613676,0.949317734,标准无保留意见,100,个人,30.4687,0.4259,685.39,738100,上海市,41.83562245,407.9730338,360,23742.60967,5365.097907,218.9557012,96.07046542
4599.HK,启迪科华有限公司,1,2022/8/12,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196908.SH,武汉当代明诚文化体育集团股份有限公司,1,2022/8/11,1,地方国有企业,1,电影与娱乐,1553.560346,22.3811,-71.4779,-70.6823,-8.52,97.11286936,-33.4459,-14.89933109,0,88.22,8.4,-13.34555271,91.5184,69.37096054,37.8899,77.0894,0.5371,0.1742,0.012034359,13.60654453,0.32478689,-0.0358,0.056145289,0.0576,3.958209503,-1.7105,0,21.02834673,-0.099594029,-0.578740296,0.060185473,555.4522,0.8532,2.6964,4.340590539,644.7351192,51.1355,122.0316,-69.03460287,-3.277735962,-230.7698648,-86.39669124,-0.567037299,保留意见,13.46000004,地方国资委,8.9545,7.1709,2.198819,7700,武汉市,5.83093123,23.24136322,830.51675,0,1309.848971,7.023525,1.285019506
151942.SH,上海三盛宏业投资(集团)有限责任公司,1,2022/8/9,0,民营企业,0,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.45000076,个人,0,0,222.477631,92200,上海市,10.0213,0,0,0,0,0,0
1922030.IB,西藏金融租赁有限公司,1,2022/8/9,0,民营企业,0,消费信贷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.48799896,0,165.1582,0.2845,0,0,拉萨市,50,0,0,0,0,0,0
101767003.IB,新华联控股有限公司,1,2022/8/9,0,民营企业,0,综合类行业,34365.4526,20.2339,1.7204,-4.0203,6.7499,97.22690108,-0.3961,26.61379219,-84.7868,89.88,13.61,-1809.18096,79.8442,75.05767641,56.7758,78.0719,0.9108,0.5781,0.276988411,15.06258554,1.132703353,0.1055,0.107799225,0.1303,3.192949525,1.8437,0,17.64323919,0.210751043,2.296459651,0.241233862,330.5803,1.1088,60.9649,2.856107612,653.7842289,143.0951,17.255,-3.434912296,-3.323286721,201.6121409,5.844322936,0.633157604,带强调事项段的无保留意见,93.40000153,个人,0,0,428.569157,0,北京市,30,433.9693892,8256.314963,11498.31675,1000,19.96491011,226.2955073
136329.SZ,佳兆业集团(深圳)有限公司,1,2022/8/8,1,其他,0,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,个人,253.0326,0.0725,1745,3186402.55,深圳市,34.76,0,0,0,0,0,0
7F2B.SG,融创中国控股有限公司,1,2022/8/8,0,外资企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.95000076,境外,0,0,0,0,天津市,10,0,0,0,0,0,0
UQPB.SG,天誉置业(控股)有限公司,1,2022/8/7,0,民营企业,1,多样化房地产活动,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,广州市,3,0,0,0,0,0,0
168952.SH,当代节能置业股份有限公司,1,2022/8/5,1,民营企业,0,房地产开发,10666.27016,17.1173,-8.4608,-8.377,-1.3454,91.84858744,-4.0693,-8.904961801,0,96.42,-40.53,557.9053721,83.0338,30.77938343,93.2889,92.7352,1.2115,0.4773,0.066434306,-74.74014927,-62.59459276,-0.0176,-0.539050309,-0.9205,-10.14462908,-29.0077,0.3704,6.485313515,-0.118446697,-28.50267422,0.574561021,1569.0458,0.2298,145.9733,1.653576791,179.8100702,-149.2995,-31.1718,-9.016879541,-17.31551124,-427.4559814,-74.75638127,0.54985839,无法表示意见,98,个人,264.8647,0.2237,832.48,305200,北京市,30,80.19027179,554.37,2524.093814,0,52.31673366,49.40563365
119423.SZ,石家庄勒泰房地产开发有限公司,1,2022/8/2,0,其他,0,房地产经营公司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,个人,4.717,0.8125,0,0,石家庄市,4.2,0,0,0,0,0,0
40328.HK,大发地产集团有限公司,1,2022/7/30,0,公众企业,1,房地产经营公司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,上海市,0.1,0,0,0,0,0,0
86008.HK,正荣地产集团有限公司,1,2022/7/30,0,民营企业,1,多样化房地产活动,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,上海市,0.0005,0,0,0,0,0,0
102001435.IB,河南能源集团有限公司,1,2022/7/29,0,地方国有企业,0,煤炭与消费用燃料,110260.134,22.9371,1.5263,-46.6923,3.0882,107.4216716,-1.5854,11.86871723,104.6373,97.23,13.55,-591.2035028,86.2645,94.78645514,37.3506,67.8591,0.6381,0.5913,0.120444487,15.43346066,2.050597912,0.0594,0.120202109,0.1384,6.268394221,1.6554,0,27.44577177,0.105370708,2.663944881,0.168907899,59.4476,9.203,17.7079,4.330578573,1940.309348,182.2394,-34.0039,-43.73761116,-5.400769376,118.5288788,-35.80792956,0.215624354,标准无保留意见,0,地方国资委,214.6628,0.2316,556.56,840820.85,郑州市,210,1242.550451,63386.61244,33499.17481,10590.5,1075.461736,161.2679357
189929.SH,中诺商业保理(深圳)有限公司,1,2022/7/28,0,民营企业,0,调查和咨询服务,365.759209,9.3425,5.5624,15.4416,3.3805,100.0445699,14.3348,0,100.0446,1633.8,4.9,88.17026201,82.3983,0,99.9846,100,1.2134,1.2134,0.017738168,0,0,0,0,0,2.693105025,0,0,0,0,0,0,0,0,0,0,4346.357454,60.8833,-51.6661,16.7335436,-1.287745571,0,133.5821165,0.962447493,标准无保留意见,0,0,10.6598,0.6037,0,0,深圳市,1,0,0,0,0,0,0
136522.SZ,深圳前海联捷商业保理有限公司,1,2022/7/27,0,民营企业,0,其他多元金融服务,559.1452985,52.4053,-7.0312,-4.9647,1.4282,96.12001781,-4.0858,15.57053486,0,12925.78,-155.2,2207.252681,83.1613,52.2318914,98.9917,77.8596,1.5289,1.5289,0.789816171,-10857.81154,-9.288527629,0.019,-24.25669065,0,-23.90960357,0.711,0.5377,21.53319867,2.433611876,0.950632685,108.9282942,70.609,0,5.0985,2.087296161,107.9526635,-119.9508,-15.7967,40.94201891,54.60943626,210.7471793,214.5222757,0.68266837,标准无保留意见,100,个人,381.5133,0.0659,265.16,1819600,深圳市,5.5,0.357747735,0,0,0,502.2616479,0.079921963
QWYB.SG,宝龙地产控股有限公司,1,2022/7/25,0,外资企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.16999817,境外,0,0,295.48,112700,上海市,3,0,0,0,0,0,0
40515.HK,力佳环球投资有限公司,1,2022/7/24,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101767007.IB,中融新大集团有限公司,1,2022/7/18,0,民营企业,0,贸易公司与工业品经销商,28153.45023,14.8156,-24.3014,-9.2988,-3.7581,65.16084131,-5.9709,-14.86315631,0,74.99,4.66,-22.04473517,49.2762,29.8581912,20.3849,57.3562,0.7213,0.6787,0.383249494,4.054930458,0.910929433,-0.07,0.034312142,0.0349,2.419720321,-3.5505,0,11.02174477,-0.109340281,-2.909687898,0.018626823,64.3589,13.7735,9.4187,55.56524643,8562.187897,-62.6099,-32.6825,-12.34856903,-3.776507193,3883.674155,483.7017573,1.16666203,带强调事项段的无保留意见,64.83999634,个人,0,0,47.47,492800,淄博市,33.81,382.7035459,5423.573734,3537.529917,2814.5137,12.15049995,264.9473724
DLMB.SG,融信中国控股有限公司,1,2022/7/15,0,民营企业,1,房地产服务,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.87000275,个人,0,0,0,0,上海市,0.0038,0,0,0,0,0,0
163729.SH,冠城大通股份有限公司,1,2022/7/14,0,外资企业,1,房地产开发,9457.218836,15.5327,-9.9607,-13.0253,-2.1466,99.61892619,-6.7802,-4.053988433,0,113.35,23.11,-223.8787845,65.6415,23.44802624,76.8843,86.4182,1.3554,0.3082,0.124756325,47.03729138,7.169704565,-0.0244,0.35311176,0.4712,16.06413384,-1.7389,0.4423,12.24217175,-0.061940599,-1.282717692,0.333812779,708.9623,0.5366,9.4559,4.017982872,819.7993483,-208.939,6.3587,-13.46386816,3.164350943,178.416752,72.76416844,1.060723178,标准无保留意见,33.95000076,境外,29.055,0.4277,25.94,3100,福州市,13.91668739,61.89713467,915.6643767,1919.978596,0,24.69518437,33.53636163
PILB.SG,泰禾集团股份有限公司,1,2022/7/10,1,其他,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76JB.SG,花样年控股集团有限公司,1,2022/7/5,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,深圳市,8,0,0,0,0,0,0
76QB.SG,盛茂控股有限公司,1,2022/7/5,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167151.SH,福建福晟集团有限公司,1,2022/7/4,0,民营企业,0,建筑与工程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,个人,0,0,247.78,120524,福州市,50,0,0,0,0,0,0
76KB.SG,世茂集团控股有限公司,1,2022/7/3,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,个人,0,0,200,1750545.2,香港特别行政区,5,0,0,0,0,0,0
136210.SZ,深圳市优泓商业保理有限公司,1,2022/6/30,0,中外合资企业,0,调查和咨询服务,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,深圳市,10,0,0,0,0,0,0
40749.HK,阳光100中国控股有限公司,1,2022/6/29,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,北京市,0.4,0,0,0,0,0,0
012103625.IB,福建阳光集团有限公司,1,2022/6/27,0,民营企业,0,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.88000107,个人,198.5412,0.1228,678.983954,612367.3,福州市,79.6,0,0,0,0,0,0
40739.HK,领地控股集团有限公司,1,2022/6/27,0,公众企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,成都市,1,0,0,0,0,0,0
163688.SH,深圳深业物流集团股份有限公司,1,2022/6/23,1,民营企业,0,航空货运与物流,1695.304173,31.2292,-330.2385,-15.288,-1.9439,78.17594492,-7.1078,-105.7789944,0,98.85,250.82,-76.22828284,63.6018,44.92716333,36.4465,53.3706,1.0737,1.0728,0.010344012,16.84873845,1.065513101,-0.0295,0.097357452,0.0976,6.458296918,-0.5246,11.8542,29.82518462,-0.041058792,-0.486025699,0.005085874,240.165,4.695,2.202,1.173018258,576.9034556,-142.2611,-71.1629,-9.031500863,-6.813345695,-84.70823823,-88.26797488,0.584433266,标准无保留意见,74.09719849,个人,243.5017,0.0986,48.95,3660700,深圳市,9.2345,436.7580306,3573.24907,9142.990454,8994.240076,39.96252648,216.1249078
114769.SZ,泛海控股股份有限公司,1,2022/6/20,1,民营企业,1,其他多元金融服务,8439.913256,60.2004,-155.0685,-100.5261,-5.5822,93.19177655,-14.8992,-51.11376107,0,57.6,125.89,-94.40941962,87.507,73.20662124,56.5994,83.6164,0.7735,0.2106,0.125647527,24.1354566,2.105940894,-0.0791,0.172028914,0.1829,-2.586551962,-1.6384,0,13.74938421,-0.123494526,-1.53740867,0.083143731,5561.2541,0.0653,7.4631,0.701566926,82.70243513,-182.7237,284.1545,-65.1653234,-33.92784167,-670.375104,-81.01495144,-0.405858075,保留意见,62.83000183,个人,0,0,130.99,1074150,北京市,51.96200656,617.6472737,12890.27002,8991.856542,2132.08897,49.41918347,311.3342155
143693.SH,华夏幸福基业股份有限公司,1,2022/6/20,0,民营企业,1,房地产开发,43180.8129,8.7371,-92.2542,-114.3099,-5.9605,92.23457204,-16.98,-60.30978441,0,87.78,-6.13,6.779722092,94.5967,89.39176945,89.0028,87.2582,1.0783,0.6791,0.039665976,-1.701814966,-0.146733707,-0.0624,-0.012843251,-0.0138,-0.41285022,-1.5556,1.866,12.58300164,-0.126399921,-1.462035706,0.092853186,3195.3132,0.1335,0.7219,0.817729016,225.7878864,-624.0665,-57.3348,-89.82341338,4.984527502,19.17696224,-46.51431661,-0.010636771,带强调事项段的无保留意见,20.10000038,个人,0,0,2676.81,26200,廊坊市,39.13720342,2060.306291,26748.82787,31147.46739,21246.03171,4.498,1243.304211
UYRB.SG,新力控股(集团)有限公司,1,2022/6/18,0,公众企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,上海市,2,0,0,0,0,0,0
40282.HK,景瑞控股有限公司,1,2022/6/17,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,上海市,1,0,0,0,0,0,0
ZP3B.SG,CFLD(CAYMAN)INVESTMENT LTD.,1,2022/6/16,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4585.HK,"HAIMEN ZHONGNAN INVESTMENT DEVELOPMENT (INTERNATIONAL) CO.,LTD.",1,2022/6/7,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40713.HK,祥生控股(集团)有限公司,1,2022/6/7,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,上海市,2,0,0,0,0,0,0
40709.HK,大唐集团控股有限公司,1,2022/6/6,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,上海市,0.5,0,0,0,0,0,0
90TB.SG,和骏顺泽投资有限公司,1,2022/6/4,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40043.HK,禹洲集团控股有限公司,1,2022/5/31,0,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.09999847,个人,0,0,48.48867,1856900,深圳市,100,0,0,0,0,0,0
135468.SH,广州富力地产股份有限公司,1,2022/5/16,0,外资企业,1,房地产开发,76626.95204,15.9919,-20.8656,-21.5452,-2.6586,100.7627661,-7.7179,-12.22721015,0,106.67,37.95,-180.5687263,80.1573,54.26548579,70.1298,75.4081,1.1602,0.3075,0.08898502,41.58742993,2.284636118,-0.0298,0.222305248,0.2651,8.046854274,-0.9399,2.0354,21.18740643,-0.071625418,-3.092891068,0.301748206,1253.7522,0.296,9.5908,1.433945633,479.9471094,-237.2664,-10.9033,-22.68761799,-9.80749555,-801.2425861,-47.17272262,0.554835503,保留意见,33.36000061,境外,292.0598,0.0637,1145.19,1200900,广州市,9.38092,1308.102441,8343.802203,38376.04927,28259.21155,306.6238175,554.24639
188002.SH,深圳市钜盛华股份有限公司,1,2022/5/11,0,民营企业,0,多领域控股,11341.15637,20.6627,-101.5999,-15.9443,-0.7476,83.17441118,-6.2345,-1.381850206,0,68.91,380.08,-418.5087404,84.9276,84.9215397,44.6489,27.877,1.8859,1.7709,0.702346852,93.11881466,6.494815903,-0.0022,0.528768619,0.5717,1.612742471,-0.6111,2.9204,7.325437783,-0.012609747,-0.155423218,0.132191447,802.0871,0.4682,10.8483,1.120247109,253.5576593,-207.3625,-38.0018,-12.24457411,9.413797987,104.0371139,0.098604425,0.402588588,带强调事项段的无保留意见,67.40000153,个人,92.2394,0.7804,139.31,5728900,深圳市,163.035429,815.2125084,11465.0363,15692.69795,18699.5414,102.8353265,344.4211849
101761015.IB,宜华企业(集团)有限公司,1,2022/5/5,0,民营企业,0,家用器具与特殊消费品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,个人,0,0,30.11,0,汕头市,78,0,0,0,0,0,0
A2R1ZB.DF,佳源国际控股有限公司,1,2022/5/2,1,民营企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,0,0,香港特别行政区,1,0,0,0,0,0,0
5503.HK,China Energy Reserve and Chemicals Group Overseas Company Limited,1,2022/4/27,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189106.SH,上海隆辉商业保理有限公司,1,2022/4/22,0,民营企业,0,其他多元金融服务,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,上海市,2,0,0,0,0,0,0
INSB.SG,YANGO(CAYMAN)INVESTMENT LIMITED,1,2022/4/20,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40024.HK,易居(中国)企业控股有限公司,1,2022/4/18,1,公众企业,1,房地产服务,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,上海市,0.0005,0,0,0,0,0,0
NWUB.SG,中国恒大集团,1,2022/4/11,0,外资企业,1,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.43000031,境外,0,0,0,0,深圳市,10,0,0,0,0,0,0
40019.HK,香港理想投资有限公司,1,2022/4/8,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6R3B.SG,TEWOO GROUP FINANCE NO 3 LIMITED,1,2022/4/6,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146587.SH,"哈尔滨工大高新技术产业开发股份有限公司,潍坊银行股份有限公司",1,2022/3/31,0,其他,0,信息科技咨询与其它服务,363.3978106,60.5137,-323.7288,0,-25.3983,30.96208547,18.6468,-197.4600703,0,101.09,12.33,-3.965609644,306.9654,-469.8233287,10.1519,45.0612,0.0734,0.071,0.036095683,4.607342779,0.151381739,-0.0673,0.039672237,0.0469,0.01090099,-3.0149,0,0,-0.635104749,-2.450254258,0.178325908,56.7382,13.4543,12.0076,0.129468601,178.9065407,58.7979,28.4885,-18.91138286,12.35786347,-127.2022868,-29.49745063,-6.648258332,无法表示意见,14.42000008,大学,0,0,0,0,哈尔滨市,10.34735218,11.29838145,20,0,0,0,9.528645878
145774.SH,颐和地产集团有限公司,1,2022/3/31,0,民营企业,0,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,个人,0,0,86.74,323900,广州市,8.12,0,0,0,0,0,0
178228.SH,新力地产集团有限公司,1,2022/3/28,0,民营企业,0,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,个人,96.4656,0.6404,396.8,718000,深圳市,32,0,0,0,0,0,0
101900385.IB,江苏南通三建集团股份有限公司,1,2022/3/22,1,民营企业,0,建筑与工程,13503.7486,7.4622,-24.7757,-33.8473,-11.5511,99.88331915,-16.9932,-27.48676477,0,117.96,0.05,-0.221296699,74.3001,6.61788372,88.9248,97.5611,1.2268,1.2196,0.097749261,0.083645307,0.009987019,-0.1543,0.000650259,0.0007,2.508001268,-7.1079,0.1102,1.782880151,-0.325356091,-7.722411002,0.108316597,454.0985,0.9761,4.2212,3.207885937,6005.583086,-481.4196,-43.9477,-28.22495336,13.89884913,45.36352151,-38.50545868,0.497399625,标准无保留意见,73.05000305,个人,467.7018,0.066,18.79,27485.91,南通市,12.4243558,114.0824995,3994.56121,428.7715417,0,42.06449,41.84279604
145425.SH,苏宁电器集团有限公司,1,2022/3/21,0,民营企业,0,电脑与电子产品零售,102529.9227,11.5656,-10.7255,-104.865,-2.0873,100.3843649,-8.4023,0,0,132.26,8.44,-116.5635504,89.6643,91.03159032,45.7,78.2469,0.6514,0.3892,0.011250109,16.84929165,1.222507172,0,0.120729237,0.1227,16.57333519,-0.9979,0,13.524387,0,0,0.022842672,187.3304,2.1027,22.3297,4.332176437,1256.995947,-49.4716,-60.8792,-71.96005191,-50.52390138,-110.195628,-96.37657797,0.280549906,带强调事项段的无保留意见,50,0,479.6258,0.0637,456.28,1484700,南京市,17.1429,716.9948259,15997.59595,10816.87638,8680.249906,266.6266697,352.2398186
082100185.IB,尚隽商业保理(上海)有限公司,1,2022/3/17,1,中外合资企业,0,多元化保险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,上海市,5.79,0,0,0,0,0,0
NOBLSP.SG,来宝集团有限公司,1,2022/3/9,0,其他,1,公路运输,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
143484.SH,天津市房地产信托集团有限公司,1,2022/3/8,1,地方国有企业,0,综合类行业,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,地方国资委,0,0,0,223715,天津市,5.62151,0,0,0,0,0,0
g21030801.00,ZHENAN GLORY INVESTMENT LIMITED,1,2022/3/6,1,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
